"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","DROPOUT","PER_DROPOUT","EQUIV","PER_EQUIV","TOTALNON","PER_TOTALNON","TOTAL_ENROLLMENT_BASE"
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2014,"All Students","42","14","8","03","50","16",308
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2014,"General Education","34","15","4","02","38","16",233
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2014,"Students with Disabilities","8","11","4","05","12","16",75
"310200011475","STUYVESANT HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",3293
"310200011475","STUYVESANT HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",3265
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2014,"All Students","13","02","3","00","16","02",776
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2014,"General Education","9","01","1","00","10","02",656
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2014,"Students with Disabilities","4","03","2","02","6","05",120
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2014,"All Students","11","04","1","00","12","05",255
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2014,"General Education","s","s","s","s","s","s",189
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2014,"Students with Disabilities","s","s","s","s","s","s",66
"310200011507","URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY",2014,"All Students","5","01","1","00","6","02",363
"310200011507","URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY",2014,"General Education","s","s","s","s","s","s",294
"310200011507","URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY",2014,"Students with Disabilities","s","s","s","s","s","s",69
"310200011519","TALENT UNLIMITED HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",533
"310200011519","TALENT UNLIMITED HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",498
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2014,"All Students","77","05","10","01","87","06",1471
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2014,"General Education","67","05","8","01","75","06",1220
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2014,"Students with Disabilities","10","04","2","01","12","05",251
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2014,"All Students","44","06","6","01","50","07",708
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2014,"General Education","38","07","4","01","42","07",578
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2014,"Students with Disabilities","6","05","2","02","8","06",130
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2014,"All Students","s","s","s","s","s","s",236
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2014,"General Education","s","s","s","s","s","s",215
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",2014,"All Students","11","02","2","00","13","02",551
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",535
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",16
"310200011543","NEW DESIGN HIGH SCHOOL",2014,"All Students","10","02","2","00","12","03",442
"310200011543","NEW DESIGN HIGH SCHOOL",2014,"General Education","5","02","1","00","6","02",331
"310200011543","NEW DESIGN HIGH SCHOOL",2014,"Students with Disabilities","5","05","1","01","6","05",111
"310200011544","INDEPENDENCE HIGH SCHOOL",2014,"All Students","100","37","13","05","113","42",272
"310200011544","INDEPENDENCE HIGH SCHOOL",2014,"General Education","89","38","13","06","102","43",235
"310200011544","INDEPENDENCE HIGH SCHOOL",2014,"Students with Disabilities","11","30","0","00","11","30",37
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",2014,"All Students","s","s","s","s","s","s",410
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",2014,"General Education","s","s","s","s","s","s",398
"310200011546","ACADEMY FOR SOFTWARE ENGINEERING",2014,"All Students","s","s","s","s","s","s",239
"310200011546","ACADEMY FOR SOFTWARE ENGINEERING",2014,"General Education","s","s","s","s","s","s",185
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2014,"All Students","41","13","1","00","42","14",310
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2014,"General Education","s","s","s","s","s","s",295
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2014,"Students with Disabilities","s","s","s","s","s","s",15
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",2014,"All Students","3","01","2","00","5","01",447
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",2014,"General Education","3","01","2","01","5","01",357
"310200011560","HS 560 CITY-AS-SCHOOL",2014,"All Students","47","08","6","01","53","09",583
"310200011560","HS 560 CITY-AS-SCHOOL",2014,"General Education","s","s","s","s","s","s",507
"310200011560","HS 560 CITY-AS-SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",76
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",145
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",137
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2014,"All Students","24","09","2","01","26","10",255
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",216
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",39
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2014,"All Students","183","29","1","00","184","29",640
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2014,"General Education","175","29","1","00","176","29",604
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2014,"Students with Disabilities","8","22","0","00","8","22",36
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2014,"All Students","20","03","6","01","26","04",596
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2014,"General Education","6","01","4","01","10","02",438
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2014,"Students with Disabilities","14","09","2","01","16","10",158
"310200011586","HARVEY MILK HIGH SCHOOL",2014,"All Students","19","30","0","00","19","30",64
"310200011586","HARVEY MILK HIGH SCHOOL",2014,"General Education","19","35","0","00","19","35",55
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",2014,"All Students","17","01","1","00","18","01",1740
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",2014,"General Education","s","s","s","s","s","s",1520
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",2014,"Students with Disabilities","s","s","s","s","s","s",220
"310200011605","HUMANITIES PREPARATORY ACADEMY",2014,"All Students","s","s","s","s","s","s",200
"310200011605","HUMANITIES PREPARATORY ACADEMY",2014,"General Education","s","s","s","s","s","s",177
"310200011605","HUMANITIES PREPARATORY ACADEMY",2014,"Students with Disabilities","s","s","s","s","s","s",23
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"All Students","8","02","4","01","12","03",450
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",358
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",92
"310200011620","NORMAN THOMAS HIGH SCHOOL",2014,"All Students","62","37","1","01","63","37",169
"310200011620","NORMAN THOMAS HIGH SCHOOL",2014,"General Education","51","43","1","01","52","43",120
"310200011620","NORMAN THOMAS HIGH SCHOOL",2014,"Students with Disabilities","11","22","0","00","11","22",49
"310200011625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2014,"All Students","78","11","9","01","87","12",715
"310200011625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2014,"General Education","60","11","6","01","66","12",567
"310200011625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2014,"Students with Disabilities","18","12","3","02","21","14",148
"310200011630","ART AND DESIGN HIGH SCHOOL",2014,"All Students","17","01","2","00","19","01",1427
"310200011630","ART AND DESIGN HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",1203
"310200011630","ART AND DESIGN HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",224
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2014,"All Students","39","06","3","00","42","06",661
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2014,"General Education","34","06","2","00","36","07",542
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2014,"Students with Disabilities","5","04","1","01","6","05",119
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",2014,"All Students","134","30","12","03","146","33",449
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",2014,"General Education","112","32","10","03","122","35",350
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",2014,"Students with Disabilities","22","22","2","02","24","24",99
"310200860992","BROOME STREET ACADEMY CHARTER HIGH SCHOOL",2014,"All Students","2","01","9","03","11","04",269
"310200860992","BROOME STREET ACADEMY CHARTER HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",178
"310200860992","BROOME STREET ACADEMY CHARTER HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",91
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2014,"All Students","385","04","24","00","409","04",9230
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2014,"General Education","298","04","20","00","318","04",8064
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2014,"Students with Disabilities","87","07","4","00","91","08",1166
"310300010149","PS 149 SOJOURNER TRUTH",2014,"All Students","s","s","s","s","s","s",0
"310300010149","PS 149 SOJOURNER TRUTH",2014,"General Education","s","s","s","s","s","s",0
"310300010191","PS 191 AMSTERDAM",2014,"All Students","s","s","s","s","s","s",1
"310300010191","PS 191 AMSTERDAM",2014,"General Education","s","s","s","s","s","s",0
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2014,"All Students","16","12","0","00","16","12",131
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2014,"General Education","11","11","0","00","11","11",99
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2014,"Students with Disabilities","5","16","0","00","5","16",32
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2014,"All Students","14","03","3","01","17","04",432
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2014,"General Education","9","03","3","01","12","04",340
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2014,"Students with Disabilities","5","05","0","00","5","05",92
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2014,"All Students","31","08","0","00","31","08",383
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2014,"General Education","24","08","0","00","24","08",301
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2014,"Students with Disabilities","7","09","0","00","7","09",82
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2014,"All Students","36","09","6","02","42","11",383
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2014,"General Education","27","09","6","02","33","11",292
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2014,"Students with Disabilities","9","10","0","00","9","10",91
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2014,"All Students","15","03","1","00","16","03",478
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2014,"General Education","s","s","s","s","s","s",366
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2014,"Students with Disabilities","s","s","s","s","s","s",112
"310300011404","INNOVATION DIPLOMA PLUS",2014,"All Students","44","25","0","00","44","25",178
"310300011404","INNOVATION DIPLOMA PLUS",2014,"General Education","s","s","s","s","s","s",161
"310300011404","INNOVATION DIPLOMA PLUS",2014,"Students with Disabilities","s","s","s","s","s","s",17
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2014,"All Students","18","04","3","01","21","05",460
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2014,"General Education","13","04","2","01","15","04",360
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2014,"Students with Disabilities","5","05","1","01","6","06",100
"310300011479","BEACON HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",1274
"310300011479","BEACON HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",67
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2014,"All Students","s","s","s","s","s","s",2729
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2014,"General Education","s","s","s","s","s","s",2663
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2014,"All Students","33","06","1","00","34","06",530
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2014,"General Education","23","05","1","00","24","06",434
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2014,"Students with Disabilities","10","10","0","00","10","10",96
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2014,"All Students","30","05","4","01","34","06",591
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2014,"General Education","24","05","4","01","28","06",462
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2014,"Students with Disabilities","6","05","0","00","6","05",129
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2014,"All Students","114","25","5","01","119","26",451
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2014,"General Education","96","26","4","01","100","27",370
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2014,"Students with Disabilities","18","22","1","01","19","23",81
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",462
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",431
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2014,"All Students","10","03","0","00","10","03",315
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2014,"General Education","5","02","0","00","5","02",234
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2014,"Students with Disabilities","5","06","0","00","5","06",81
"310300860871","OPPORTUNITY CHARTER SCHOOL",2014,"All Students","13","05","3","01","16","07",244
"310300860871","OPPORTUNITY CHARTER SCHOOL",2014,"General Education","10","08","1","01","11","09",119
"310300860871","OPPORTUNITY CHARTER SCHOOL",2014,"Students with Disabilities","3","02","2","02","5","04",125
"310400010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 4",2014,"All Students","84","02","9","00","93","03",3632
"310400010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 4",2014,"General Education","46","01","8","00","54","02",3119
"310400010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 4",2014,"Students with Disabilities","38","07","1","00","39","08",513
"310400010406","GLOBAL TECHNOLOGY PREPARATORY",2014,"All Students","s","s","s","s","s","s",0
"310400010406","GLOBAL TECHNOLOGY PREPARATORY",2014,"Students with Disabilities","s","s","s","s","s","s",0
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2014,"All Students","31","10","2","01","33","10",316
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2014,"General Education","21","09","1","00","22","10",228
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2014,"Students with Disabilities","10","11","1","01","11","13",88
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2014,"All Students","8","01","3","00","11","01",1594
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2014,"General Education","s","s","s","s","s","s",1491
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2014,"Students with Disabilities","s","s","s","s","s","s",103
"310400011495","PARK EAST HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",415
"310400011495","PARK EAST HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",357
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",483
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",408
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",75
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2014,"All Students","s","s","s","s","s","s",20
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2014,"General Education","s","s","s","s","s","s",15
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2014,"Students with Disabilities","s","s","s","s","s","s",5
"310400011680","HERITAGE SCHOOL (THE)",2014,"All Students","22","06","0","00","22","06",348
"310400011680","HERITAGE SCHOOL (THE)",2014,"General Education","16","07","0","00","16","07",246
"310400011680","HERITAGE SCHOOL (THE)",2014,"Students with Disabilities","6","06","0","00","6","06",102
"310400860968","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION",2014,"All Students","s","s","s","s","s","s",440
"310400860968","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION",2014,"General Education","s","s","s","s","s","s",282
"310400860968","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION",2014,"Students with Disabilities","s","s","s","s","s","s",158
"310500010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 5",2014,"All Students","212","05","23","01","235","06",4090
"310500010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 5",2014,"General Education","153","04","18","01","171","05",3490
"310500010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 5",2014,"Students with Disabilities","59","10","5","01","64","11",600
"310500010286","IS 286 RENAISSANCE LEADERSHIP ACADEMY",2014,"All Students","s","s","s","s","s","s",0
"310500010286","IS 286 RENAISSANCE LEADERSHIP ACADEMY",2014,"General Education","s","s","s","s","s","s",0
"310500010302","KNOWLEDGE AND POWER PREP ACADEMY IV",2014,"All Students","s","s","s","s","s","s",0
"310500010302","KNOWLEDGE AND POWER PREP ACADEMY IV",2014,"General Education","s","s","s","s","s","s",0
