"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","TOTAL_GRAD_PLAN","NUM_4YR_COLLEGE","PER_4YR_COLLEGE","NUM_2YR_COLLEGE","PER_2YR_COLLEGE","NUM_POST_SECONDARY","PER_POST_SECONDARY","NUM_MILITARY","PER_MILITARY","NUM_EMPLOYMENT","PER_EMPLOYMENT","NUM_ADULT_SERVICES","PER_ADULT_SERVICES","NUM_OTHER","PER_OTHER","NUM_UNKNOWN","PER_UNKNOWN"
"332000011505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",2014,"Students with Disabilities",54,"6","11","17","31","1","02","1","02","8","15","2","04","0","00","19","35"
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",2014,"All Students",58,"31","53","22","38","0","00","0","00","0","00","0","00","0","00","5","09"
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",2014,"General Education",52,"29","56","19","37","0","00","0","00","0","00","0","00","0","00","4","08"
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",2014,"Students with Disabilities",6,"2","33","3","50","0","00","0","00","0","00","0","00","0","00","1","17"
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"All Students",2717,"391","14","331","12","12","00","21","01","59","02","0","00","6","00","1897","70"
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"General Education",2391,"383","16","294","12","7","00","20","01","48","02","0","00","6","00","1633","68"
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Students with Disabilities",326,"8","02","37","11","5","02","1","00","11","03","0","00","0","00","264","81"
"332100011337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",2014,"All Students",56,"21","38","30","54","0","00","0","00","0","00","0","00","0","00","5","09"
"332100011337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",2014,"General Education",56,"21","38","30","54","0","00","0","00","0","00","0","00","0","00","5","09"
"332100011344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",2014,"All Students",88,"35","40","45","51","0","00","2","02","0","00","0","00","0","00","6","07"
"332100011344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",2014,"General Education",78,"34","44","38","49","0","00","2","03","0","00","0","00","0","00","4","05"
"332100011344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",2014,"Students with Disabilities",10,"1","10","7","70","0","00","0","00","0","00","0","00","0","00","2","20"
"332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT",2014,"All Students",57,"27","47","22","39","0","00","0","00","2","04","0","00","0","00","6","11"
"332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT",2014,"General Education",48,"24","50","17","35","0","00","0","00","2","04","0","00","0","00","5","10"
"332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT",2014,"Students with Disabilities",9,"3","33","5","56","0","00","0","00","0","00","0","00","0","00","1","11"
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2014,"All Students",505,"7","01","48","10","0","00","0","00","1","00","0","00","0","00","449","89"
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2014,"General Education",454,"7","02","40","09","0","00","0","00","1","00","0","00","0","00","406","89"
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2014,"Students with Disabilities",51,"0","00","8","16","0","00","0","00","0","00","0","00","0","00","43","84"
"332100011468","KINGSBOROUGH EARLY COLLEGE SCHOOL",2014,"All Students",69,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","69","100"
"332100011468","KINGSBOROUGH EARLY COLLEGE SCHOOL",2014,"General Education",61,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","61","100"
"332100011468","KINGSBOROUGH EARLY COLLEGE SCHOOL",2014,"Students with Disabilities",8,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","8","100"
"332100011525","EDWARD R MURROW HIGH SCHOOL",2014,"All Students",915,"39","04","0","00","0","00","0","00","0","00","0","00","1","00","875","96"
"332100011525","EDWARD R MURROW HIGH SCHOOL",2014,"General Education",817,"39","05","0","00","0","00","0","00","0","00","0","00","1","00","777","95"
"332100011525","EDWARD R MURROW HIGH SCHOOL",2014,"Students with Disabilities",98,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","98","100"
"332100011540","JOHN DEWEY HIGH SCHOOL",2014,"All Students",504,"216","43","63","13","4","01","11","02","7","01","0","00","4","01","199","39"
"332100011540","JOHN DEWEY HIGH SCHOOL",2014,"General Education",456,"213","47","61","13","1","00","11","02","6","01","0","00","4","01","160","35"
"332100011540","JOHN DEWEY HIGH SCHOOL",2014,"Students with Disabilities",48,"3","06","2","04","3","06","0","00","1","02","0","00","0","00","39","81"
"332100011559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",2014,"All Students",64,"10","16","49","77","0","00","2","03","0","00","0","00","0","00","3","05"
"332100011559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",2014,"General Education",54,"9","17","40","74","0","00","2","04","0","00","0","00","0","00","3","06"
"332100011559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",2014,"Students with Disabilities",10,"1","10","9","90","0","00","0","00","0","00","0","00","0","00","0","00"
"332100011572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",2014,"All Students",57,"0","00","1","02","0","00","0","00","0","00","0","00","0","00","56","98"
"332100011572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",2014,"General Education",50,"0","00","1","02","0","00","0","00","0","00","0","00","0","00","49","98"
"332100011572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",2014,"Students with Disabilities",7,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","7","100"
"332100011620","WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"All Students",166,"30","18","39","23","8","05","6","04","42","25","0","00","1","01","40","24"
"332100011620","WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"General Education",138,"30","22","34","25","6","04","5","04","33","24","0","00","1","01","29","21"
"332100011620","WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2014,"Students with Disabilities",28,"0","00","5","18","2","07","1","04","9","32","0","00","0","00","11","39"
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2014,"All Students",157,"5","03","2","01","0","00","0","00","0","00","0","00","0","00","150","96"
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2014,"General Education",137,"5","04","2","01","0","00","0","00","0","00","0","00","0","00","130","95"
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2014,"Students with Disabilities",20,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","20","100"
"332100011728","LIBERATION DIPLOMA PLUS",2014,"All Students",43,"1","02","32","74","0","00","0","00","7","16","0","00","0","00","3","07"
"332100011728","LIBERATION DIPLOMA PLUS",2014,"General Education",41,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332100011728","LIBERATION DIPLOMA PLUS",2014,"Students with Disabilities",2,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"All Students",2490,"1135","46","301","12","9","00","7","00","24","01","3","00","4","00","1007","40"
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"General Education",2316,"1121","48","268","12","6","00","7","00","20","01","0","00","4","00","890","38"
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Students with Disabilities",174,"14","08","33","19","3","02","0","00","4","02","3","02","0","00","117","67"
"332200011405","MIDWOOD HIGH SCHOOL",2014,"All Students",1013,"769","76","107","11","2","00","3","00","12","01","3","00","4","00","113","11"
"332200011405","MIDWOOD HIGH SCHOOL",2014,"General Education",989,"763","77","100","10","2","00","3","00","12","01","0","00","4","00","105","11"
"332200011405","MIDWOOD HIGH SCHOOL",2014,"Students with Disabilities",24,"6","25","7","29","0","00","0","00","0","00","3","13","0","00","8","33"
"332200011425","JAMES MADISON HIGH SCHOOL",2014,"All Students",710,"364","51","183","26","7","01","4","01","10","01","0","00","0","00","142","20"
"332200011425","JAMES MADISON HIGH SCHOOL",2014,"General Education",643,"356","55","158","25","4","01","4","01","8","01","0","00","0","00","113","18"
"332200011425","JAMES MADISON HIGH SCHOOL",2014,"Students with Disabilities",67,"8","12","25","37","3","04","0","00","2","03","0","00","0","00","29","43"
"332200011495","SHEEPSHEAD BAY HIGH SCHOOL",2014,"All Students",314,"2","01","0","00","0","00","0","00","1","00","0","00","0","00","311","99"
"332200011495","SHEEPSHEAD BAY HIGH SCHOOL",2014,"General Education",301,"2","01","0","00","0","00","0","00","0","00","0","00","0","00","299","99"
"332200011495","SHEEPSHEAD BAY HIGH SCHOOL",2014,"Students with Disabilities",13,"0","00","0","00","0","00","0","00","1","08","0","00","0","00","12","92"
"332200011535","LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",2014,"All Students",257,"0","00","2","01","0","00","0","00","0","00","0","00","0","00","255","99"
"332200011535","LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",2014,"General Education",241,"0","00","1","00","0","00","0","00","0","00","0","00","0","00","240","100"
"332200011535","LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",2014,"Students with Disabilities",16,"0","00","1","06","0","00","0","00","0","00","0","00","0","00","15","94"
"332200011555","BROOKLYN COLLEGE ACADEMY",2014,"All Students",137,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","137","100"
"332200011555","BROOKLYN COLLEGE ACADEMY",2014,"General Education",131,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","131","100"
"332200011555","BROOKLYN COLLEGE ACADEMY",2014,"Students with Disabilities",6,"0","00","0","00","0","00","0","00","0","00","0","00","0","00","6","100"
"332200011630","PROFESSIONAL PATHWAYS HIGH SCHOOL",2014,"All Students",15,"0","00","9","60","0","00","0","00","1","07","0","00","0","00","5","33"
"332200011630","PROFESSIONAL PATHWAYS HIGH SCHOOL",2014,"General Education",11,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332200011630","PROFESSIONAL PATHWAYS HIGH SCHOOL",2014,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"All Students",413,"115","28","168","41","11","03","11","03","13","03","1","00","1","00","93","23"
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"General Education",324,"108","33","146","45","6","02","11","03","7","02","0","00","0","00","46","14"
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Students with Disabilities",89,"7","08","22","25","5","06","0","00","6","07","1","01","1","01","47","53"
"332300010392","IS 392",2014,"All Students",3,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332300010392","IS 392",2014,"General Education",3,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"332300010514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",2014,"All Students",60,"39","65","8","13","0","00","0","00","1","02","1","02","0","00","11","18"
"332300010514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",2014,"General Education",49,"36","73","6","12","0","00","0","00","0","00","0","00","0","00","7","14"
"332300010514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",2014,"Students with Disabilities",11,"3","27","2","18","0","00","0","00","1","09","1","09","0","00","4","36"
"332300011493","BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL",2014,"All Students",64,"34","53","10","16","0","00","0","00","1","02","0","00","1","02","18","28"
"332300011493","BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL",2014,"General Education",55,"32","58","8","15","0","00","0","00","1","02","0","00","0","00","14","25"
"332300011493","BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL",2014,"Students with Disabilities",9,"2","22","2","22","0","00","0","00","0","00","0","00","1","11","4","44"
"332300011643","BROOKLYN DEMOCRACY ACADEMY",2014,"All Students",51,"2","04","42","82","2","04","0","00","4","08","0","00","0","00","1","02"
"332300011643","BROOKLYN DEMOCRACY ACADEMY",2014,"General Education",41,"2","05","34","83","1","02","0","00","3","07","0","00","0","00","1","02"
"332300011643","BROOKLYN DEMOCRACY ACADEMY",2014,"Students with Disabilities",10,"0","00","8","80","1","10","0","00","1","10","0","00","0","00","0","00"
"332300011646","ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL",2014,"All Students",59,"3","05","24","41","2","03","2","03","4","07","0","00","0","00","24","41"
"332300011646","ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL",2014,"General Education",49,"3","06","21","43","2","04","2","04","2","04","0","00","0","00","19","39"
"332300011646","ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL",2014,"Students with Disabilities",10,"0","00","3","30","0","00","0","00","2","20","0","00","0","00","5","50"
"332300011647","METROPOLITAN DIPLOMA PLUS HIGH SCHOOL",2014,"All Students",66,"0","00","58","88","3","05","3","05","0","00","0","00","0","00","2","03"
"332300011647","METROPOLITAN DIPLOMA PLUS HIGH SCHOOL",2014,"General Education",59,"0","00","55","93","0","00","3","05","0","00","0","00","0","00","1","02"
"332300011647","METROPOLITAN DIPLOMA PLUS HIGH SCHOOL",2014,"Students with Disabilities",7,"0","00","3","43","3","43","0","00","0","00","0","00","0","00","1","14"
"332300011697","TEACHERS PREPARATORY HIGH SCHOOL",2014,"All Students",80,"37","46","26","33","4","05","6","08","3","04","0","00","0","00","4","05"
"332300011697","TEACHERS PREPARATORY HIGH SCHOOL",2014,"General Education",68,"35","51","22","32","3","04","6","09","1","01","0","00","0","00","1","01"
"332300011697","TEACHERS PREPARATORY HIGH SCHOOL",2014,"Students with Disabilities",12,"2","17","4","33","1","08","0","00","2","17","0","00","0","00","3","25"
"333200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #32",2014,"All Students",607,"152","25","249","41","11","02","15","02","29","05","1","00","4","01","146","24"
"333200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #32",2014,"General Education",488,"138","28","209","43","8","02","11","02","17","03","1","00","2","00","102","21"
"333200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #32",2014,"Students with Disabilities",119,"14","12","40","34","3","03","4","03","12","10","0","00","2","02","44","37"
"333200010564","BUSHWICK COMMUNITY HIGH SCHOOL",2014,"All Students",99,"5","05","64","65","5","05","0","00","12","12","0","00","2","02","11","11"
"333200010564","BUSHWICK COMMUNITY HIGH SCHOOL",2014,"General Education",83,"3","04","55","66","5","06","0","00","9","11","0","00","1","01","10","12"
"333200010564","BUSHWICK COMMUNITY HIGH SCHOOL",2014,"Students with Disabilities",16,"2","13","9","56","0","00","0","00","3","19","0","00","1","06","1","06"
"333200011403","ACADEMY FOR ENVIRONMENTAL LEADERSHIP",2014,"All Students",109,"49","45","15","14","1","01","0","00","0","00","1","01","0","00","43","39"
"333200011403","ACADEMY FOR ENVIRONMENTAL LEADERSHIP",2014,"General Education",90,"41","46","13","14","1","01","0","00","0","00","1","01","0","00","34","38"
"333200011403","ACADEMY FOR ENVIRONMENTAL LEADERSHIP",2014,"Students with Disabilities",19,"8","42","2","11","0","00","0","00","0","00","0","00","0","00","9","47"
"333200011545","EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK",2014,"All Students",103,"22","21","55","53","3","03","2","02","6","06","0","00","0","00","15","15"
"333200011545","EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK",2014,"General Education",86,"21","24","49","57","1","01","1","01","4","05","0","00","0","00","10","12"
"333200011545","EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK",2014,"Students with Disabilities",17,"1","06","6","35","2","12","1","06","2","12","0","00","0","00","5","29"
"333200011549","BUSHWICK SCHOOL FOR SOCIAL JUSTICE",2014,"All Students",104,"30","29","52","50","1","01","3","03","11","11","0","00","2","02","5","05"
"333200011549","BUSHWICK SCHOOL FOR SOCIAL JUSTICE",2014,"General Education",73,"27","37","38","52","1","01","1","01","4","05","0","00","1","01","1","01"
"333200011549","BUSHWICK SCHOOL FOR SOCIAL JUSTICE",2014,"Students with Disabilities",31,"3","10","14","45","0","00","2","06","7","23","0","00","1","03","4","13"
"333200011552","ACADEMY OF URBAN PLANNING",2014,"All Students",60,"0","00","14","23","0","00","0","00","0","00","0","00","0","00","46","77"
"333200011552","ACADEMY OF URBAN PLANNING",2014,"General Education",50,"0","00","12","24","0","00","0","00","0","00","0","00","0","00","38","76"
"333200011552","ACADEMY OF URBAN PLANNING",2014,"Students with Disabilities",10,"0","00","2","20","0","00","0","00","0","00","0","00","0","00","8","80"
"333200011554","ALL CITY LEADERSHIP SECONDARY SCHOOL",2014,"All Students",30,"15","50","12","40","0","00","3","10","0","00","0","00","0","00","0","00"
"333200011554","ALL CITY LEADERSHIP SECONDARY SCHOOL",2014,"General Education",28,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"333200011554","ALL CITY LEADERSHIP SECONDARY SCHOOL",2014,"Students with Disabilities",2,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"333200011556","BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE",2014,"All Students",93,"31","33","37","40","1","01","7","08","0","00","0","00","0","00","17","18"
"333200011556","BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE",2014,"General Education",77,"31","40","32","42","0","00","6","08","0","00","0","00","0","00","8","10"
"333200011556","BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE",2014,"Students with Disabilities",16,"0","00","5","31","1","06","1","06","0","00","0","00","0","00","9","56"
"342400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #24",2014,"All Students",3241,"977","30","987","30","45","01","29","01","139","04","0","00","9","00","1055","33"
"342400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #24",2014,"General Education",2938,"940","32","880","30","21","01","28","01","116","04","0","00","6","00","947","32"
"342400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #24",2014,"Students with Disabilities",303,"37","12","107","35","24","08","1","00","23","08","0","00","3","01","108","36"
"342400011264","ACADEMY OF FINANCE AND ENTERPRISE",2014,"All Students",136,"101","74","34","25","0","00","1","01","0","00","0","00","0","00","0","00"
"342400011264","ACADEMY OF FINANCE AND ENTERPRISE",2014,"General Education",124,"98","79","25","20","0","00","1","01","0","00","0","00","0","00","0","00"
"342400011264","ACADEMY OF FINANCE AND ENTERPRISE",2014,"Students with Disabilities",12,"3","25","9","75","0","00","0","00","0","00","0","00","0","00","0","00"
